sex,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,person_id,agency_text,ethnic_code_text,maritalstatus,language
male,56,greater than 45,4,1,0,0,low,2013-05-04,0,0,misdemeanor,1,1063,0,54491.0,pretrial,african-american,single,english
male,56,greater than 45,2,1,1,1,low,2014-01-04,1,10,misdemeanor,12,387,1,28801.0,pretrial,hispanic,single,english
male,56,greater than 45,3,3,0,0,low,2013-01-04,0,5,felony,11,158,0,3060.0,pretrial,african-american,married,english
male,56,greater than 45,1,1,0,0,low,2013-10-19,0,0,misdemeanor,0,895,0,58227.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-09-03,0,0,felony,0,941,0,56932.0,pretrial,caucasian,single,english
male,56,greater than 45,5,4,1,0,medium,2013-03-26,1,12,felony,1,4,1,20656.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-07-26,0,2,felony,0,980,0,55958.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-05-08,0,6,felony,0,1059,0,54599.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-06-27,0,1,misdemeanor,0,1009,0,58164.0,probation,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-10-02,0,0,felony,0,912,0,57786.0,pretrial,african-american,single,english
male,56,greater than 45,2,1,0,0,low,2014-01-08,0,6,felony,0,54,0,60245.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-10-01,0,4,felony,0,913,0,57764.0,pretrial,hispanic,divorced,english
male,56,greater than 45,8,4,0,0,high,2013-04-23,0,24,felony,0,22,0,54173.0,pretrial,african-american,single,english
male,56,greater than 45,4,1,0,0,low,2013-06-05,0,13,misdemeanor,0,1031,0,55265.0,pretrial,caucasian,single,english
male,56,greater than 45,2,1,0,0,low,2013-03-27,0,0,felony,6,1101,0,53368.0,pretrial,african-american,single,english
male,56,greater than 45,3,1,1,1,low,2014-01-16,1,4,misdemeanor,0,165,1,60454.0,pretrial,african-american,married,english
female,56,greater than 45,2,1,1,1,low,2014-01-09,1,1,felony,0,226,1,60289.0,pretrial,caucasian,married,english
male,56,greater than 45,1,1,0,0,low,2013-05-16,0,1,misdemeanor,1,1051,0,54828.0,pretrial,caucasian,single,english
female,56,greater than 45,1,1,1,0,low,2013-11-17,1,2,misdemeanor,0,53,1,59034.0,pretrial,african-american,separated,english
male,56,greater than 45,2,1,1,0,low,2013-10-31,1,3,misdemeanor,0,270,1,58583.0,pretrial,african-american,single,english
male,56,greater than 45,2,3,0,0,low,2013-03-16,0,1,felony,35,1112,0,28921.0,pretrial,caucasian,significant other,english
male,56,greater than 45,1,1,0,0,low,2014-03-04,0,0,felony,0,759,0,61685.0,pretrial,caucasian,single,english
male,56,greater than 45,5,2,0,0,medium,2013-02-17,0,16,felony,0,431,0,52264.0,pretrial,african-american,married,english
male,56,greater than 45,1,1,0,0,low,2013-11-06,0,1,felony,0,877,0,58773.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-02-14,0,4,felony,1,1142,0,48192.0,pretrial,african-american,married,english
male,56,greater than 45,2,1,0,0,low,2013-04-19,0,5,felony,0,1078,0,54093.0,pretrial,caucasian,single,english
male,56,greater than 45,1,2,0,0,low,2013-01-03,0,1,misdemeanor,0,1184,0,50904.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-02-10,0,0,misdemeanor,1,1146,0,52051.0,pretrial,other,married,english
male,56,greater than 45,1,2,0,0,low,2013-05-01,0,0,felony,5,1066,0,54402.0,pretrial,african-american,single,english
male,56,greater than 45,2,1,0,0,low,2013-05-17,0,3,misdemeanor,0,58,0,54872.0,pretrial,african-american,significant other,english
male,56,greater than 45,5,1,0,0,medium,2014-03-28,0,7,felony,0,735,0,14028.0,pretrial,caucasian,single,english
female,56,greater than 45,1,1,0,0,low,2013-06-21,0,1,felony,0,1015,0,55521.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2014-02-13,0,3,misdemeanor,0,778,0,61242.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-12-18,0,1,felony,0,835,0,59792.0,pretrial,african-american,married,english
male,56,greater than 45,1,1,0,0,low,2013-01-21,0,0,misdemeanor,0,1166,0,51405.0,pretrial,other,married,english
male,56,greater than 45,2,1,0,0,low,2014-02-26,0,1,felony,15,765,0,61530.0,pretrial,caucasian,married,english
male,56,greater than 45,1,1,0,0,low,2014-03-23,0,1,misdemeanor,3,740,0,62207.0,pretrial,caucasian,single,english
male,56,greater than 45,3,2,0,0,low,2013-05-14,0,3,misdemeanor,0,1053,0,54785.0,pretrial,caucasian,divorced,english
male,56,greater than 45,2,1,0,0,low,2013-10-30,0,1,felony,0,884,0,58574.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,1,0,low,2014-01-16,1,1,felony,0,51,1,60477.0,pretrial,caucasian,significant other,english
female,56,greater than 45,1,1,0,0,low,2013-04-18,0,1,felony,0,1079,0,54025.0,pretrial,african-american,single,english
male,56,greater than 45,7,4,0,0,medium,2013-02-15,0,4,felony,16,1141,0,52212.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-11-20,0,0,misdemeanor,0,863,0,59113.0,pretrial,caucasian,married,english
male,56,greater than 45,1,1,0,0,low,2013-02-03,0,1,misdemeanor,0,1153,0,51799.0,pretrial,caucasian,single,english
male,56,greater than 45,6,7,1,0,medium,2013-10-16,1,31,felony,0,98,0,57576.0,pretrial,african-american,single,english
male,56,greater than 45,2,1,0,0,low,2013-07-09,0,13,felony,0,997,0,55737.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-12-11,0,0,misdemeanor,1,842,0,59593.0,pretrial,caucasian,single,english
male,56,greater than 45,4,2,0,0,low,2013-02-28,0,9,felony,0,1128,0,52616.0,pretrial,african-american,married,english
male,56,greater than 45,5,2,1,0,medium,2013-11-01,1,5,felony,0,97,1,56400.0,pretrial,caucasian,widowed,english
female,56,greater than 45,5,4,1,0,medium,2013-01-31,1,10,felony,40,74,1,47288.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,1,1,low,2013-01-03,1,0,misdemeanor,0,471,1,50909.0,pretrial,caucasian,married,english
male,56,greater than 45,1,2,0,0,low,2014-02-27,0,1,felony,0,98,0,,,,,
male,56,greater than 45,9,5,1,0,high,2013-04-02,1,22,felony,70,98,1,6980.0,pretrial,african-american,married,english
male,56,greater than 45,4,4,1,1,low,2013-09-24,1,17,felony,0,41,1,57556.0,pretrial,caucasian,single,english
male,56,greater than 45,2,1,0,0,low,2013-04-22,0,0,misdemeanor,0,1075,0,54133.0,pretrial,african-american,single,english
male,56,greater than 45,2,2,1,0,low,2013-05-09,1,5,felony,0,29,1,54625.0,pretrial,african-american,single,english
male,56,greater than 45,4,1,0,0,low,2013-12-27,0,2,felony,0,826,0,60005.0,pretrial,caucasian,single,english
male,56,greater than 45,4,3,0,0,low,2013-04-22,0,8,misdemeanor,0,1075,0,23755.0,probation,hispanic,divorced,english
male,56,greater than 45,7,4,0,0,medium,2013-05-30,0,28,felony,0,320,0,10097.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,1,0,low,2013-03-20,1,7,felony,0,245,1,53122.0,pretrial,caucasian,divorced,english
male,56,greater than 45,8,5,0,0,high,2014-02-20,0,2,misdemeanor,0,771,0,25578.0,pretrial,hispanic,separated,english
male,56,greater than 45,1,1,0,0,low,2014-01-16,0,4,felony,7,806,0,60466.0,pretrial,caucasian,divorced,english
male,56,greater than 45,4,4,0,0,low,2014-02-25,0,7,felony,0,580,0,61505.0,pretrial,african-american,divorced,english
male,56,greater than 45,1,1,0,0,low,2014-03-03,0,0,felony,0,760,0,61637.0,pretrial,caucasian,divorced,english
male,56,greater than 45,1,1,0,0,low,2013-12-18,0,0,misdemeanor,6,835,0,59794.0,pretrial,other,married,english
female,56,greater than 45,1,1,0,0,low,2013-09-28,0,0,misdemeanor,3,916,0,57674.0,pretrial,african-american,divorced,english
male,56,greater than 45,1,1,0,0,low,2013-08-19,0,0,misdemeanor,0,956,0,56562.0,pretrial,caucasian,separated,english
male,56,greater than 45,2,2,0,0,low,2013-03-10,0,3,felony,190,1118,0,52852.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-04-30,0,0,felony,0,1067,0,54369.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,1,0,low,2013-11-19,1,0,misdemeanor,0,402,1,59087.0,pretrial,caucasian,married,english
male,56,greater than 45,1,1,1,0,low,2013-04-12,0,4,misdemeanor,0,827,0,53881.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2014-03-14,0,2,felony,0,749,0,61971.0,pretrial,hispanic,married,english
male,56,greater than 45,2,1,0,0,low,2013-11-03,0,1,felony,1,880,0,58676.0,pretrial,caucasian,single,english
female,56,greater than 45,1,1,0,0,low,2014-01-17,0,0,misdemeanor,0,805,0,60483.0,pretrial,caucasian,married,english
male,56,greater than 45,6,8,1,0,medium,2013-04-04,1,7,felony,0,20,1,53632.0,pretrial,caucasian,single,english
female,56,greater than 45,1,1,0,0,low,2014-02-04,0,3,felony,0,787,0,46368.0,pretrial,caucasian,single,english
male,56,greater than 45,9,3,0,0,high,2013-12-06,0,8,felony,0,67,0,34487.0,pretrial,african-american,single,english
male,56,greater than 45,8,5,0,0,high,2014-01-07,0,9,misdemeanor,1,815,0,60225.0,pretrial,african-american,divorced,english
female,56,greater than 45,2,1,0,0,low,2014-01-02,0,2,felony,0,820,0,60096.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-12-26,0,0,felony,0,827,0,59979.0,pretrial,hispanic,single,english
male,56,greater than 45,1,1,1,1,low,2013-01-18,0,1,felony,0,779,1,57708.0,probation,caucasian,married,english
female,56,greater than 45,2,1,1,0,low,2013-03-18,1,1,felony,0,167,1,52512.0,pretrial,african-american,single,english
male,56,greater than 45,1,1,0,0,low,2013-01-21,0,0,misdemeanor,0,1166,0,51410.0,pretrial,caucasian,single,english
female,56,greater than 45,8,3,0,0,high,2013-01-02,0,1,felony,384,1185,0,50861.0,pretrial,caucasian,single,english
male,56,greater than 45,1,1,0,0,low,2013-04-10,0,0,misdemeanor,0,1087,0,53815.0,pretrial,hispanic,single,english
male,55,greater than 45,7,2,1,0,medium,2013-01-04,1,3,felony,35,52,1,48501.0,pretrial,caucasian,divorced,english
male,55,greater than 45,1,1,0,0,low,2013-07-22,0,1,misdemeanor,0,984,0,55883.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,1,1,low,2013-12-23,1,0,misdemeanor,0,203,1,59946.0,pretrial,caucasian,single,english
male,55,greater than 45,3,1,0,0,low,2013-04-06,0,3,misdemeanor,1,1091,0,53706.0,pretrial,caucasian,single,english
male,55,greater than 45,8,10,0,0,high,2013-02-23,0,7,felony,0,481,0,52477.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,0,0,low,2013-12-07,0,0,misdemeanor,0,846,0,59477.0,pretrial,caucasian,married,english
male,55,greater than 45,6,2,1,1,medium,2013-06-13,1,12,felony,0,291,1,55404.0,pretrial,african-american,single,english
male,55,greater than 45,1,1,0,0,low,2014-03-27,0,0,misdemeanor,0,736,0,62297.0,pretrial,hispanic,married,english
female,55,greater than 45,1,1,0,0,low,2014-01-21,0,0,misdemeanor,0,801,0,60544.0,pretrial,hispanic,married,english
male,55,greater than 45,8,4,1,1,high,2013-02-08,1,0,misdemeanor,0,61,1,,,,,
male,55,greater than 45,1,1,0,0,low,2013-03-21,0,0,felony,0,1107,0,53182.0,pretrial,hispanic,married,english
male,55,greater than 45,5,3,0,0,medium,2013-08-26,0,0,misdemeanor,9,949,0,56742.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,0,0,low,2013-03-11,0,0,misdemeanor,0,84,0,53515.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,0,0,low,2013-12-09,0,0,misdemeanor,0,844,0,59499.0,pretrial,caucasian,divorced,english
male,55,greater than 45,1,1,0,0,low,2013-12-30,0,0,felony,1,823,0,60031.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,0,0,low,2013-11-21,0,1,misdemeanor,0,862,0,59139.0,pretrial,caucasian,single,english
female,55,greater than 45,1,1,0,0,low,2013-04-19,0,1,felony,0,1078,0,54074.0,pretrial,african-american,separated,english
male,55,greater than 45,1,1,0,0,low,2014-01-03,0,0,misdemeanor,2,819,0,60126.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,0,0,low,2013-12-16,0,0,felony,0,837,0,59699.0,pretrial,african-american,significant other,english
male,55,greater than 45,1,1,1,0,low,2013-01-19,0,0,felony,0,1116,1,51374.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,1,1,low,2013-11-08,1,1,felony,0,486,1,58827.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,1,0,low,2013-02-21,1,8,felony,5,182,1,52384.0,pretrial,other,single,english
male,55,greater than 45,1,1,0,0,low,2013-09-10,0,1,felony,0,934,0,57128.0,pretrial,caucasian,single,english
male,55,greater than 45,2,1,0,0,low,2013-10-02,0,12,felony,0,912,0,21458.0,pretrial,african-american,single,english
male,55,greater than 45,1,1,1,0,low,2013-01-22,1,2,misdemeanor,0,37,1,51419.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,1,0,low,2014-03-15,1,8,felony,1,163,0,43912.0,probation,african-american,single,english
male,55,greater than 45,6,5,1,0,medium,2013-03-20,1,21,felony,85,101,1,5346.0,pretrial,african-american,separated,english
male,55,greater than 45,5,1,0,0,medium,2014-03-30,0,27,misdemeanor,1,733,0,62370.0,pretrial,caucasian,single,english
male,55,greater than 45,3,1,0,0,low,2013-11-09,0,0,felony,0,874,0,58864.0,pretrial,caucasian,divorced,english
male,55,greater than 45,1,1,0,0,low,2013-02-20,0,0,felony,0,1136,0,52340.0,pretrial,caucasian,single,english
male,55,greater than 45,9,3,1,0,high,2013-03-24,1,33,felony,241,302,1,13795.0,pretrial,caucasian,single,english
male,55,greater than 45,2,1,1,0,low,2013-01-17,1,1,felony,1,22,1,51297.0,pretrial,hispanic,single,english
male,55,greater than 45,4,3,0,0,low,2013-01-06,0,5,felony,300,1181,0,50953.0,pretrial,african-american,single,english
male,55,greater than 45,1,1,1,1,low,2013-02-23,1,0,misdemeanor,0,88,0,52475.0,pretrial,african-american,widowed,english
male,55,greater than 45,5,5,0,0,medium,2013-10-25,0,1,felony,0,889,0,58390.0,pretrial,african-american,married,english
male,55,greater than 45,1,1,0,0,low,2014-03-26,0,0,misdemeanor,0,737,0,62289.0,pretrial,hispanic,separated,english
female,55,greater than 45,1,1,1,0,low,2013-09-04,1,5,felony,0,242,1,56806.0,pretrial,other,significant other,english
male,55,greater than 45,1,1,0,0,low,2013-04-03,0,2,felony,1,925,0,53556.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,0,0,low,2013-12-02,0,0,misdemeanor,0,851,0,59318.0,pretrial,caucasian,married,english
male,55,greater than 45,1,1,1,0,low,2014-02-15,1,0,felony,1,88,1,61267.0,pretrial,african-american,single,english
male,55,greater than 45,1,1,0,0,low,2013-06-11,0,2,felony,0,1025,0,55343.0,broward county,hispanic,single,english
male,55,greater than 45,1,1,0,0,low,2013-10-04,0,0,felony,0,103,0,57844.0,pretrial,african-american,married,english
female,55,greater than 45,1,1,0,0,low,2014-03-22,0,0,felony,0,741,0,62188.0,pretrial,hispanic,divorced,english
male,55,greater than 45,1,1,0,0,low,2014-01-11,0,4,felony,4,811,0,60331.0,pretrial,other,separated,english
female,55,greater than 45,1,1,0,0,low,2014-01-24,0,0,misdemeanor,1,798,0,60663.0,pretrial,caucasian,single,english
male,55,greater than 45,4,1,0,0,low,2013-03-31,0,1,felony,0,1097,0,53459.0,pretrial,african-american,single,english
female,55,greater than 45,1,1,0,0,low,2013-01-19,0,1,misdemeanor,1,1168,0,53670.0,pretrial,african-american,single,english
male,55,greater than 45,4,1,1,1,low,2013-05-11,1,5,felony,3,29,1,54705.0,pretrial,african-american,significant other,english
male,55,greater than 45,3,2,0,0,low,2013-02-19,0,1,felony,1,132,0,52310.0,pretrial,caucasian,divorced,english
male,55,greater than 45,2,3,0,0,low,2013-05-15,0,1,misdemeanor,0,1052,0,54817.0,pretrial,caucasian,married,english
female,55,greater than 45,1,1,0,0,low,2013-05-27,0,2,felony,0,1040,0,55101.0,pretrial,african-american,single,english
male,55,greater than 45,5,1,0,0,medium,2013-02-05,0,0,felony,0,1151,0,51847.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,0,0,low,2013-05-26,0,0,misdemeanor,0,1041,0,55080.0,pretrial,caucasian,single,english
female,55,greater than 45,1,1,0,0,low,2014-03-22,0,0,felony,0,741,0,62192.0,pretrial,caucasian,married,english
male,55,greater than 45,5,3,1,0,medium,2013-01-06,1,3,misdemeanor,69,490,0,8550.0,pretrial,african-american,single,english
male,55,greater than 45,7,3,0,0,medium,2013-05-03,0,11,misdemeanor,56,151,0,35385.0,pretrial,caucasian,single,english
female,55,greater than 45,1,1,0,0,low,2014-02-12,0,0,misdemeanor,0,779,0,61177.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,0,0,low,2013-05-18,0,2,misdemeanor,12,1049,0,54897.0,pretrial,caucasian,married,english
female,55,greater than 45,4,1,0,0,low,2013-01-09,0,6,felony,0,1001,0,51039.0,pretrial,caucasian,divorced,english
female,55,greater than 45,1,1,0,0,low,2013-08-12,0,0,misdemeanor,0,281,0,56347.0,pretrial,caucasian,widowed,english
male,55,greater than 45,1,1,0,0,low,2013-03-01,0,0,misdemeanor,1,1127,0,52638.0,pretrial,caucasian,married,english
male,55,greater than 45,2,1,1,0,low,2013-08-15,1,18,felony,0,56,0,4933.0,probation,caucasian,divorced,english
male,55,greater than 45,1,1,0,0,low,2013-09-10,0,1,felony,8,934,0,57124.0,pretrial,african-american,married,english
male,55,greater than 45,8,6,0,0,high,2013-03-26,0,12,felony,0,659,0,53353.0,pretrial,african-american,single,english
female,55,greater than 45,1,1,0,0,low,2013-09-12,0,2,felony,0,141,0,57198.0,pretrial,caucasian,single,english
male,55,greater than 45,1,1,0,0,low,2013-06-27,0,3,misdemeanor,0,1009,0,,,,,
male,55,greater than 45,10,4,1,0,high,2013-04-27,1,17,felony,25,419,1,6248.0,pretrial,african-american,single,english
male,55,greater than 45,3,1,1,0,low,2013-04-27,1,9,misdemeanor,4,299,1,27066.0,pretrial,african-american,single,english
male,55,greater than 45,1,2,1,1,low,2013-10-10,1,0,misdemeanor,29,678,1,57997.0,pretrial,caucasian,single,english
female,55,greater than 45,1,1,0,0,low,2013-05-10,0,0,misdemeanor,0,1057,0,54674.0,pretrial,caucasian,single,english
male,54,greater than 45,3,1,1,0,low,2013-10-24,1,1,felony,0,101,1,64952.0,probation,caucasian,single,english
female,54,greater than 45,1,1,0,0,low,2013-12-16,0,0,felony,0,837,0,59700.0,pretrial,african-american,married,english
male,54,greater than 45,6,1,0,0,medium,2013-03-28,0,21,felony,0,1100,0,3832.0,probation,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-10-22,0,2,misdemeanor,0,892,0,58289.0,pretrial,other,single,english
female,54,greater than 45,2,1,0,0,low,2013-05-13,0,1,misdemeanor,0,368,0,54741.0,probation,caucasian,divorced,english
female,54,greater than 45,3,1,1,1,low,2013-09-06,1,0,felony,20,298,1,57047.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-05-06,0,4,felony,1,1061,0,54521.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,1,1,low,2013-03-04,1,0,misdemeanor,0,662,1,52695.0,pretrial,african-american,married,english
female,54,greater than 45,6,1,0,0,medium,2013-05-12,0,7,felony,18,1055,0,54723.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-12-28,0,9,misdemeanor,1,825,0,60017.0,pretrial,african-american,single,english
male,54,greater than 45,2,1,1,1,low,2013-09-08,1,2,misdemeanor,0,528,1,57072.0,pretrial,other,married,english
female,54,greater than 45,1,1,0,0,low,2013-05-20,0,0,misdemeanor,0,1047,0,54915.0,pretrial,hispanic,divorced,english
male,54,greater than 45,1,1,0,0,low,2013-02-11,0,0,misdemeanor,0,1145,0,52068.0,pretrial,other,married,english
male,54,greater than 45,3,1,0,0,low,2013-10-06,0,7,felony,0,908,0,57889.0,pretrial,caucasian,divorced,english
male,54,greater than 45,1,1,0,0,low,2014-02-02,0,0,felony,0,789,0,60902.0,pretrial,other,single,english
male,54,greater than 45,8,3,0,0,high,2013-03-28,0,11,felony,0,1100,0,53397.0,pretrial,african-american,single,english
female,54,greater than 45,2,1,0,0,low,2013-05-02,0,1,misdemeanor,0,1065,0,54443.0,pretrial,caucasian,divorced,english
male,54,greater than 45,4,3,1,1,low,2013-07-16,1,2,misdemeanor,0,66,0,55826.0,pretrial,caucasian,married,english
male,54,greater than 45,2,3,0,0,low,2013-09-09,0,2,misdemeanor,0,935,0,18233.0,pretrial,african-american,divorced,english
female,54,greater than 45,4,1,0,0,low,2013-12-02,0,6,felony,0,851,0,59315.0,pretrial,african-american,widowed,english
male,54,greater than 45,6,3,1,0,medium,2013-12-18,1,3,felony,1,67,1,23545.0,pretrial,african-american,single,english
male,54,greater than 45,2,1,0,0,low,2013-11-25,0,0,felony,1,858,0,59222.0,pretrial,caucasian,married,english
male,54,greater than 45,9,9,0,0,high,2013-05-07,0,11,felony,129,1060,0,17678.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-02-18,0,0,misdemeanor,0,1138,0,52270.0,pretrial,african-american,married,english
female,54,greater than 45,2,2,0,0,low,2013-06-17,0,1,felony,0,1019,0,55440.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-03-15,0,6,felony,1,1113,0,53018.0,pretrial,caucasian,single,english
female,54,greater than 45,2,1,0,0,low,2013-12-23,0,2,felony,0,830,0,59927.0,pretrial,caucasian,separated,english
female,54,greater than 45,5,2,0,0,medium,2014-01-17,0,7,felony,0,805,0,60517.0,pretrial,caucasian,single,english
male,54,greater than 45,2,1,0,0,low,2013-04-25,0,3,felony,0,1072,0,54236.0,pretrial,caucasian,divorced,english
male,54,greater than 45,1,1,0,0,low,2013-02-23,0,0,felony,1,1133,0,52473.0,pretrial,african-american,divorced,english
female,54,greater than 45,2,1,0,0,low,2013-09-23,0,12,felony,0,921,0,57503.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-05-26,0,1,misdemeanor,0,1041,0,55091.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-01-24,0,0,misdemeanor,0,1163,0,51518.0,pretrial,caucasian,widowed,english
male,54,greater than 45,3,1,0,0,low,2013-09-19,0,1,felony,0,657,0,57381.0,pretrial,african-american,divorced,english
female,54,greater than 45,1,1,0,0,low,2013-04-15,0,0,misdemeanor,0,1082,0,53947.0,pretrial,caucasian,divorced,english
male,54,greater than 45,1,1,0,0,low,2013-02-16,0,1,felony,0,95,0,52232.0,pretrial,caucasian,divorced,english
male,54,greater than 45,1,1,0,0,low,2013-04-02,0,0,misdemeanor,0,335,0,53500.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-01-31,0,0,misdemeanor,0,1156,0,51719.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-07-02,0,1,felony,0,34,0,55664.0,pretrial,other,single,english
male,54,greater than 45,7,3,1,0,medium,2013-04-18,1,12,felony,0,291,0,54041.0,pretrial,caucasian,divorced,english
male,54,greater than 45,1,1,0,0,low,2013-10-19,0,0,misdemeanor,0,895,0,58229.0,pretrial,caucasian,divorced,english
male,54,greater than 45,2,1,0,0,low,2013-09-15,0,2,felony,97,929,0,57291.0,pretrial,caucasian,single,english
male,54,greater than 45,5,4,1,1,medium,2013-03-17,1,4,misdemeanor,78,79,1,46130.0,pretrial,african-american,single,english
male,54,greater than 45,1,1,0,0,low,2013-04-07,0,0,felony,2,1090,0,53717.0,pretrial,hispanic,unknown,english
male,54,greater than 45,6,1,0,0,medium,2013-03-20,0,10,felony,30,1108,0,53153.0,pretrial,african-american,single,english
female,54,greater than 45,3,2,0,0,low,2014-01-07,0,1,misdemeanor,0,815,0,60216.0,pretrial,caucasian,married,english
male,54,greater than 45,1,2,0,0,low,2013-01-27,0,0,misdemeanor,0,1160,0,51606.0,pretrial,caucasian,married,english
male,54,greater than 45,6,1,0,0,medium,2013-09-04,0,13,felony,0,940,0,56961.0,pretrial,african-american,single,english
male,54,greater than 45,7,1,1,0,medium,2013-09-04,1,6,felony,13,35,1,21368.0,pretrial,african-american,widowed,english
female,54,greater than 45,2,1,0,0,low,2013-04-02,0,1,misdemeanor,0,1095,0,53508.0,pretrial,caucasian,married,english
female,54,greater than 45,1,1,0,0,low,2014-01-16,0,0,misdemeanor,29,806,0,60447.0,pretrial,caucasian,married,english
male,54,greater than 45,3,1,1,0,low,2013-02-13,1,4,felony,1,58,0,36547.0,pretrial,african-american,single,english
female,54,greater than 45,1,1,0,0,low,2013-06-25,0,1,misdemeanor,0,1011,0,55561.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-02-21,0,0,felony,27,1135,0,59158.0,probation,african-american,married,english
male,54,greater than 45,4,2,1,1,low,2013-02-05,1,2,felony,0,262,1,51865.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,1,0,low,2013-05-05,1,3,misdemeanor,1,281,1,54511.0,pretrial,caucasian,single,english
male,54,greater than 45,6,2,0,0,medium,2013-10-07,0,3,misdemeanor,0,907,0,48206.0,pretrial,african-american,single,english
male,54,greater than 45,3,1,1,0,low,2013-10-12,1,4,felony,2,3,1,58068.0,pretrial,african-american,married,english
female,54,greater than 45,1,1,0,0,low,2013-10-14,0,2,misdemeanor,0,900,0,58115.0,probation,hispanic,married,english
male,54,greater than 45,1,1,1,0,low,2014-03-16,1,1,misdemeanor,0,118,1,62004.0,pretrial,caucasian,married,english
male,54,greater than 45,1,1,0,0,low,2013-12-25,0,0,felony,6,828,0,59970.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-12-19,0,0,misdemeanor,0,834,0,59827.0,pretrial,caucasian,married,english
male,54,greater than 45,5,1,0,0,medium,2013-06-24,0,5,felony,0,149,0,55536.0,pretrial,hispanic,married,spanish
male,54,greater than 45,1,1,0,0,low,2014-01-16,0,2,misdemeanor,0,806,0,60453.0,probation,african-american,married,english
male,54,greater than 45,2,1,0,0,low,2013-02-11,0,4,misdemeanor,2,1145,0,52056.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,1,0,low,2013-03-09,0,2,misdemeanor,38,550,0,52838.0,pretrial,caucasian,single,english
male,54,greater than 45,1,1,0,0,low,2013-08-29,0,2,felony,187,946,0,,,,,
male,54,greater than 45,1,1,0,0,low,2013-11-09,0,0,felony,0,874,0,58865.0,pretrial,caucasian,significant other,english
male,53,greater than 45,2,2,0,0,low,2013-01-03,0,1,misdemeanor,0,1184,0,50881.0,pretrial,african-american,single,english
female,53,greater than 45,2,1,0,0,low,2013-05-23,0,3,felony,1,1044,0,7466.0,pretrial,african-american,married,english
female,53,greater than 45,2,1,1,0,low,2013-04-28,1,10,felony,3,445,1,46244.0,pretrial,african-american,single,english
male,53,greater than 45,1,1,0,0,low,2014-02-13,0,1,felony,0,778,0,61223.0,pretrial,caucasian,single,english
male,53,greater than 45,5,2,0,0,medium,2013-03-08,0,1,felony,0,733,0,52815.0,pretrial,other,single,english
male,53,greater than 45,2,2,1,0,low,2013-11-03,1,8,misdemeanor,3,512,1,58671.0,pretrial,caucasian,married,english
